order_detail_id,order_id,product_id,quantity,discount
5135,40242,309,7,18.14
5136,14727,266,8,7.29
5137,2361,186,8,6.26
5138,42233,44,6,22.07
5139,36575,83,7,26.33
5140,49993,82,1,21.74
5141,7256,240,4,1.4
5142,4497,340,10,5.48
5143,32901,402,10,13.06
5144,2764,375,10,16.66
5145,40972,375,2,13.65
5146,39268,205,7,12.17
5147,40051,317,5,10.96
5148,20097,18,9,19.78
5149,41183,155,3,14.5
5150,5257,239,1,25.24
5151,25906,214,2,13.04
5152,45755,390,9,12.65
5153,33513,205,3,15.25
5154,43407,403,10,22.42
5155,37920,349,7,0.63
5156,25200,379,1,17.52
5157,10185,292,7,28.82
5158,44628,447,7,23.76
5159,2006,189,5,23.4
5160,23394,62,3,20.22
5161,21862,30,2,10.46
5162,4912,173,2,29.07
5163,41589,233,3,8.92
5164,5708,225,9,22.27
5165,9794,405,5,4.78
5166,6782,190,4,19.08
5167,24806,395,7,20.93
5168,5566,73,4,5.73
5169,1631,73,1,23.7
5170,22640,225,9,8.0
5171,32917,235,1,1.75
5172,15965,384,9,6.93
5173,16456,7,6,6.01
5174,31735,293,8,25.44
5175,36208,36,9,5.69
5176,12726,389,3,9.03
5177,19751,293,7,5.62
5178,39764,368,5,4.5
5179,34402,19,3,13.77
5180,22749,408,9,6.19
5181,8465,162,1,11.75
5182,48780,439,10,2.08
5183,28774,304,9,6.16
5184,32001,390,4,27.78
5185,41658,354,5,20.77
5186,33591,175,4,10.51
5187,17782,65,9,0.67
5188,39236,371,3,2.34
5189,11149,272,9,22.75
5190,24592,325,9,25.57
5191,19650,447,1,18.77
5192,39752,16,9,7.44
5193,6413,168,3,8.11
5194,47275,369,3,22.47
5195,29731,466,7,29.39
5196,754,126,1,18.85
5197,5147,498,6,14.77
5198,15504,412,4,4.92
5199,29201,72,7,16.72
5200,42772,271,8,7.94
5201,1929,335,10,23.56
5202,30624,326,9,23.86
5203,36754,471,3,16.77
5204,3588,121,6,28.94
5205,47773,107,5,1.5
5206,23798,96,10,26.56
5207,34994,140,1,29.93
5208,6376,13,1,29.22
5209,26238,428,4,9.32
5210,11376,53,5,21.07
5211,41239,85,8,23.86
5212,777,347,2,26.5
5213,44614,210,5,25.74
5214,31955,275,8,4.1
5215,15904,144,7,5.01
5216,38799,398,5,26.11
5217,45940,286,8,17.3
5218,6938,413,4,18.11
5219,16125,465,6,11.6
5220,3059,388,10,24.29
5221,7236,137,5,4.76
5222,3051,49,10,17.77
5223,15244,241,4,17.52
5224,38171,257,2,23.63
5225,35721,361,2,17.46
5226,49209,281,9,3.7
5227,2712,396,2,28.03
5228,14663,168,6,14.02
5229,7289,7,4,28.8
5230,13685,47,7,16.81
5231,43098,238,8,18.43
5232,18650,416,3,16.25
5233,22480,354,2,29.45
5234,42629,297,4,7.86
5235,49871,331,8,19.98
5236,34815,399,10,3.41
5237,37551,84,8,15.49
5238,3683,423,8,10.89
5239,919,307,3,22.19
5240,33404,318,1,12.46
5241,1132,468,6,0.79
5242,19751,424,2,24.87
5243,12359,125,4,4.01
5244,13399,223,5,4.75
5245,36113,60,8,20.36
5246,13551,56,4,22.01
5247,12738,296,3,4.26
5248,39997,407,9,7.53
5249,32767,371,4,24.72
5250,3833,459,4,12.2
5251,46626,434,8,23.16
5252,9348,347,2,7.06
5253,16238,100,3,22.43
5254,44160,109,7,9.1
5255,31614,449,3,7.76
5256,14809,300,8,9.88
5257,46314,475,3,19.34
5258,40837,399,10,0.79
5259,6183,323,4,13.66
5260,27518,450,10,14.19
5261,14661,442,6,28.87
5262,4325,213,2,27.07
5263,12640,448,2,29.32
5264,28439,9,10,29.96
5265,15274,89,10,6.94
5266,11106,209,3,27.04
5267,15397,424,2,22.89
5268,4639,230,9,7.96
5269,1396,439,4,24.79
5270,3594,75,2,25.32
5271,915,472,8,22.75
5272,29647,454,1,26.58
5273,2370,232,6,24.71
5274,47782,483,5,14.36
5275,14688,294,5,15.33
5276,32251,433,8,3.68
5277,7143,408,8,13.31
5278,4923,39,4,21.37
5279,37048,291,2,23.66
5280,3377,369,10,5.64
5281,9554,412,7,18.64
5282,409,316,5,2.04
5283,8893,260,9,6.15
5284,16119,214,8,15.86
5285,22184,492,9,15.86
5286,46183,313,9,22.21
5287,18027,9,8,18.19
5288,33088,338,2,6.51
5289,8055,248,1,28.15
5290,42734,498,1,13.56
5291,10844,108,4,23.81
5292,15935,16,5,20.5
5293,26260,7,3,13.79
5294,36066,175,5,24.09
5295,34353,144,2,14.7
5296,4365,183,3,3.04
5297,38964,429,6,14.4
5298,39782,31,9,29.77
5299,857,278,5,11.1
5300,48822,490,4,14.31
5301,17902,394,9,16.54
5302,25497,487,10,21.66
5303,14519,50,9,2.56
5304,5527,150,6,5.8
5305,7917,239,1,21.08
5306,30842,299,3,4.66
5307,38464,147,6,4.39
5308,538,455,10,3.24
5309,35626,301,9,28.57
5310,24837,222,4,1.68
5311,18426,111,8,17.93
5312,49280,308,8,25.72
5313,6809,132,7,4.11
5314,23155,294,9,2.16
5315,19170,120,2,19.42
5316,17142,331,6,6.0
5317,11468,190,7,24.55
5318,49352,316,6,22.76
5319,49097,11,5,0.51
5320,22204,65,10,20.36
5321,29220,382,3,23.34
5322,4551,142,2,19.34
5323,12985,268,8,20.51
5324,35003,131,10,24.41
5325,16295,271,5,18.32
5326,25635,47,9,3.99
5327,45677,444,10,9.77
5328,32312,302,3,7.19
5329,22173,41,6,18.96
5330,23490,323,8,12.6
5331,7369,384,6,21.46
5332,14495,414,10,9.45
5333,28222,409,3,16.71
5334,15168,290,3,19.51
5335,3145,13,5,28.62
5336,28981,33,4,14.42
5337,35133,158,9,12.89
5338,27971,10,1,11.87
5339,9,341,5,25.18
5340,32898,429,9,2.43
5341,41470,196,8,18.81
5342,25094,140,1,27.79
5343,30277,14,4,17.48
5344,8788,351,10,26.46
5345,9155,457,3,10.47
5346,44557,485,1,0.19
5347,32612,364,9,17.91
5348,7682,104,6,1.46
5349,42180,371,3,14.5
5350,3084,120,4,25.77
5351,27805,169,2,11.58
5352,1674,2,9,5.6
5353,46486,102,1,21.97
5354,48967,70,2,10.9
5355,47982,464,2,17.96
5356,24412,460,6,25.38
5357,36507,383,1,13.59
5358,35445,22,6,3.24
5359,47961,278,8,22.57
5360,8247,413,3,10.83
5361,26580,193,7,17.33
5362,34766,243,1,16.75
5363,25992,98,9,5.61
5364,18948,234,6,22.48
5365,25168,21,10,23.09
5366,41630,53,4,3.27
5367,12718,3,10,17.66
5368,32841,357,10,12.1
5369,34921,484,3,17.35
5370,32826,432,1,19.03
5371,27113,432,2,23.98
5372,20726,76,10,6.7
5373,16714,163,1,16.17
5374,699,103,10,10.55
5375,5312,135,5,26.36
5376,20279,120,1,19.8
5377,11274,175,2,4.81
5378,39501,61,5,23.67
5379,43264,463,8,17.24
5380,2166,324,4,20.21
5381,15227,176,5,5.9
5382,20924,370,2,16.39
5383,14677,177,2,7.47
5384,38167,21,9,4.39
5385,35239,479,2,10.14
5386,15879,372,1,17.02
5387,15191,234,10,11.74
5388,48083,118,4,27.81
5389,37216,393,5,13.83
5390,19386,224,4,29.25
5391,36804,297,1,22.04
5392,30947,197,6,6.2
5393,9044,151,5,1.67
5394,16400,344,3,4.0
5395,48691,126,4,27.88
5396,24276,91,6,3.08
5397,37831,324,9,28.61
5398,38003,148,10,12.08
5399,47541,401,9,3.39
5400,44078,339,10,28.72
5401,23852,100,7,5.97
5402,2966,305,5,10.73
5403,35190,215,4,0.88
5404,12451,426,3,3.96
5405,46486,90,9,20.0
5406,26543,498,9,28.75
5407,6939,9,4,24.9
5408,47897,95,7,20.2
5409,42899,28,1,0.0
5410,34873,8,1,28.43
5411,36290,473,8,3.52
5412,4731,407,9,14.9
5413,30357,346,5,0.56
5414,20753,26,6,12.55
5415,27845,192,9,8.02
5416,39775,466,9,29.65
5417,2227,423,1,3.43
5418,21784,470,6,24.35
5419,34793,366,3,21.04
5420,10289,379,8,12.03
5421,40204,69,10,0.38
5422,46123,56,5,3.5
5423,1103,243,4,25.87
5424,7181,17,8,8.72
5425,2554,105,7,16.8
5426,4196,426,4,22.63
5427,10712,369,10,27.77
5428,47799,167,4,12.9
5429,43067,354,7,25.42
5430,35841,451,5,17.06
5431,11449,263,7,6.85
5432,32243,35,2,24.45
5433,30327,356,10,10.64
5434,11575,211,4,21.5
5435,48959,333,9,24.39
5436,48636,160,9,21.66
5437,33536,213,6,23.39
5438,36584,500,3,24.73
5439,28665,301,3,19.06
5440,2379,34,4,26.37
5441,23748,324,5,26.84
5442,1013,298,2,16.67
5443,1730,155,3,9.26
5444,2923,65,4,16.37
5445,15906,436,1,5.6
5446,40073,43,5,0.93
5447,43832,332,8,0.18
5448,5478,317,8,8.67
5449,32939,63,4,7.12
5450,28070,37,6,17.39
5451,27579,420,10,20.29
5452,33066,245,3,8.21
5453,15012,496,7,16.84
5454,2540,280,6,28.14
5455,5695,85,9,21.21
5456,26261,302,5,9.69
5457,43240,495,2,3.06
5458,4184,421,5,25.14
5459,15704,466,8,14.0
5460,10087,397,10,5.64
5461,23449,114,3,8.36
5462,32199,127,10,10.75
5463,22391,137,7,3.31
5464,42536,241,2,7.86
5465,33657,487,2,28.13
5466,13201,100,1,15.11
5467,16544,412,6,23.09
5468,10518,69,2,21.31
5469,24893,277,4,1.86
5470,49236,215,2,17.14
5471,35516,25,5,29.87
5472,41355,315,1,1.2
5473,24875,272,7,25.7
5474,9255,270,8,14.7
5475,4800,304,8,24.68
5476,45738,479,3,24.42
5477,4258,159,9,10.51
5478,30142,370,4,23.45
5479,19189,357,4,23.66
5480,45861,350,9,0.53
5481,19342,470,7,13.48
5482,9775,119,9,14.98
5483,23677,416,8,25.23
5484,10338,443,4,17.85
5485,24204,406,4,26.64
5486,8686,280,5,0.78
5487,16585,307,6,29.2
5488,13476,72,8,8.61
5489,28555,317,10,20.79
5490,24549,499,3,17.73
5491,18368,63,10,10.42
5492,6209,186,4,1.87
5493,34793,217,7,21.6
5494,32548,141,9,1.96
5495,27577,278,8,24.27
5496,4181,435,5,16.78
5497,6836,46,10,20.78
5498,46479,23,9,26.99
5499,38605,262,6,26.12
5500,34077,461,5,20.66
5501,22325,281,5,28.4
5502,2505,308,6,17.28
5503,10397,194,5,19.05
5504,14040,132,6,1.15
5505,35551,182,4,7.59
5506,40278,152,9,24.99
5507,32157,419,6,13.92
5508,12936,194,2,11.37
5509,44567,126,6,14.49
5510,41770,77,6,14.09
5511,35246,399,2,2.11
5512,7829,5,2,3.16
5513,42047,152,4,17.65
5514,36807,248,10,5.68
5515,47548,392,10,4.15
5516,1224,386,10,17.12
5517,15346,176,10,5.59
5518,42256,293,5,7.14
5519,4153,486,1,4.05
5520,11244,21,5,11.31
5521,16723,373,8,29.64
5522,38240,133,7,19.63
5523,20094,138,6,8.32
5524,9891,15,8,10.32
5525,11692,103,7,15.93
5526,10520,387,6,9.64
5527,31172,386,8,16.18
5528,29386,219,7,0.46
5529,13142,320,2,7.23
5530,9165,415,4,0.82
5531,49452,270,1,7.87
5532,47596,193,8,18.94
5533,27391,483,2,13.8
5534,29615,245,5,5.63
5535,16882,176,1,0.22
5536,34185,9,2,9.46
5537,30704,28,3,12.72
5538,37654,280,10,13.29
5539,36288,368,1,0.91
5540,2473,216,4,28.62
5541,21866,210,3,5.31
5542,6913,402,7,0.06
5543,6094,148,6,24.35
5544,3098,406,10,22.97
5545,11944,471,3,4.77
5546,43525,87,5,24.8
5547,9039,14,1,12.67
5548,17199,365,9,28.9
5549,32738,208,1,11.22
5550,26188,135,5,11.38
5551,985,304,10,1.3
5552,1222,348,5,3.15
5553,44617,137,10,19.47
5554,38075,138,9,12.24
5555,16990,252,9,4.59
5556,40083,107,3,10.06
5557,2828,181,5,20.64
5558,14330,100,2,13.06
5559,48382,467,4,18.69
5560,16664,33,1,4.54
5561,14984,169,6,6.49
5562,25718,37,8,17.35
5563,19919,128,8,6.05
5564,21415,162,4,22.85
5565,48195,345,5,3.58
5566,38204,492,7,2.93
5567,36036,305,6,29.17
5568,6714,339,2,25.79
5569,20032,58,3,20.77
5570,3801,18,2,11.17
5571,29697,19,9,19.84
5572,30647,59,3,14.01
5573,3287,342,10,21.54
5574,48812,196,3,3.09
5575,12160,42,9,8.86
5576,37669,288,3,20.49
5577,25488,211,6,17.79
5578,49594,221,10,1.55
5579,37581,409,10,26.2
5580,10458,270,3,9.28
5581,44114,328,2,2.32
5582,29111,87,4,8.73
5583,19596,336,1,25.78
5584,4791,113,10,14.98
5585,28744,61,9,2.58
5586,24399,24,7,11.96
5587,14372,494,8,18.29
5588,20299,407,3,19.96
5589,23273,214,1,4.87
5590,6975,485,1,21.43
5591,24128,159,6,23.65
5592,11515,224,8,0.33
5593,34067,446,7,15.63
5594,9410,132,4,29.63
5595,6614,236,2,11.85
5596,9560,250,3,27.1
5597,18170,232,2,29.0
5598,28958,332,6,2.39
5599,26752,51,1,11.06
5600,23625,152,1,0.48
5601,4025,28,9,21.72
5602,30867,231,5,24.17
5603,41846,215,4,28.31
5604,25621,139,4,28.82
5605,49750,281,2,21.25
5606,7918,319,3,8.02
5607,37368,89,2,2.21
5608,21640,326,7,10.09
5609,19602,307,7,5.19
5610,15739,423,6,18.21
5611,1699,58,4,10.15
5612,27665,410,2,18.61
5613,1702,470,4,10.48
5614,38851,245,5,4.53
5615,38771,207,5,19.85
5616,22622,438,7,16.87
5617,3061,29,10,27.66
5618,7689,342,6,7.17
5619,41028,204,10,9.87
5620,11394,453,6,4.14
5621,6431,121,10,15.49
5622,48116,69,8,6.14
5623,187,217,1,18.18
5624,48842,334,8,14.74
5625,15969,14,8,1.65
5626,7495,435,3,20.29
5627,39406,407,8,27.05
5628,32309,350,10,13.18
5629,11177,60,6,16.56
5630,31382,236,6,11.04
5631,2300,443,8,7.18
5632,43204,123,8,21.42
5633,7979,405,1,18.49
5634,36970,258,10,1.47
5635,31241,286,3,29.37
5636,14691,37,8,14.12
5637,43042,208,1,12.74
5638,43406,484,6,26.13
5639,19638,203,3,14.57
5640,20485,226,2,14.91
5641,45161,20,6,8.03
5642,10601,87,9,19.31
5643,34615,17,8,18.33
5644,40178,263,4,18.27
5645,15720,470,8,10.62
5646,17935,453,6,11.66
5647,22675,124,6,5.68
5648,23491,40,9,14.86
5649,11762,2,7,17.0
5650,23698,395,1,13.64
5651,22722,464,9,10.09
5652,32206,246,3,3.58
5653,17558,229,9,16.14
5654,22266,470,9,2.02
5655,2159,153,4,12.87
5656,6496,420,3,9.38
5657,1568,101,4,25.64
5658,794,342,2,8.12
5659,39940,366,5,2.24
5660,7104,299,2,15.53
5661,1033,184,3,7.99
5662,17386,122,3,15.45
5663,1803,4,9,23.1
5664,22577,154,9,16.3
5665,18295,158,9,14.58
5666,30064,100,1,4.84
5667,42836,221,6,5.81
5668,35331,230,5,11.19
5669,46211,350,4,27.06
5670,36895,281,1,2.98
5671,1768,237,4,11.54
5672,10688,335,10,28.83
5673,18315,363,1,23.53
5674,29970,410,6,5.14
5675,23100,293,1,20.19
5676,5314,164,2,29.03
5677,30104,139,8,16.98
5678,26695,191,4,1.55
5679,12832,64,6,14.38
5680,47886,177,3,10.02
5681,35663,169,10,29.04
5682,40197,41,5,26.07
5683,36892,85,8,12.91
5684,16265,105,10,23.98
5685,3467,172,3,15.23
5686,5207,399,10,18.63
5687,25441,317,6,13.85
5688,19492,295,2,23.18
5689,31480,70,9,25.99
5690,25444,61,3,26.52
5691,44171,267,6,4.66
5692,20025,470,4,9.65
5693,42891,226,4,6.66
5694,6353,279,10,0.67
5695,39087,175,5,9.17
5696,32959,493,4,10.88
5697,18193,153,5,14.62
5698,5356,26,2,9.2
5699,39389,257,8,16.17
5700,48982,212,5,9.11
5701,21938,239,2,3.92
5702,19166,30,4,11.6
5703,8338,309,10,7.72
5704,40224,464,2,6.65
5705,38337,157,5,12.88
5706,42230,94,5,9.26
5707,27432,386,6,23.36
5708,49753,359,3,19.32
5709,2557,223,9,21.42
5710,49089,209,3,25.73
5711,18032,193,4,11.68
5712,11681,314,6,28.95
5713,17873,392,6,27.43
5714,12410,261,5,6.75
5715,35341,361,2,27.23
5716,4918,385,10,28.27
5717,25798,265,1,11.18
5718,42047,44,8,1.7
5719,20595,385,4,5.65
5720,29200,35,6,18.45
5721,42500,114,10,28.62
5722,31535,316,7,3.86
5723,26489,350,8,8.95
5724,12757,197,8,22.44
5725,42919,357,6,23.86
5726,13525,233,6,2.94
5727,1692,112,8,11.91
5728,18497,292,8,2.66
5729,42884,316,2,8.53
5730,45623,314,10,14.53
5731,8353,62,10,8.84
5732,15119,334,8,12.55
5733,35544,10,1,2.66
5734,19334,425,7,29.36
5735,32358,479,3,28.22
5736,16101,400,9,18.21
5737,44141,254,2,12.21
5738,13985,14,2,15.19
5739,15253,54,8,23.35
5740,12410,422,1,21.99
5741,47276,402,9,7.21
5742,22422,406,4,3.47
5743,34455,280,3,29.46
5744,2765,26,9,4.26
5745,35656,290,2,14.1
5746,31393,469,9,24.57
5747,2053,238,7,11.62
5748,12467,99,5,8.12
5749,32854,147,8,21.93
5750,38940,138,4,0.02
5751,46508,467,4,8.69
5752,8067,126,4,19.49
5753,45176,212,10,0.62
5754,12025,359,4,29.83
5755,22032,309,4,19.37
5756,38291,69,7,16.99
5757,46385,380,3,3.32
5758,17679,119,8,16.71
5759,8258,479,6,24.41
5760,37755,265,9,27.71
5761,28449,253,8,28.39
5762,37,77,10,8.22
5763,33375,7,8,9.52
5764,18103,455,10,2.95
5765,4523,321,6,2.9
5766,2961,18,6,1.81
5767,8586,293,1,22.93
5768,11436,426,3,19.57
5769,45513,85,1,12.32
5770,11977,400,3,8.54
5771,14236,327,1,15.31
5772,13614,70,3,4.53
5773,43800,256,3,23.0
5774,39085,408,4,7.14
5775,6688,369,9,18.32
5776,49236,384,6,7.21
5777,42346,8,10,7.44
5778,1300,259,9,22.66
5779,29728,435,2,16.89
5780,5110,380,6,5.63
5781,14092,147,10,24.6
5782,14273,396,8,9.98
5783,49442,391,6,14.97
5784,22220,460,6,2.91
5785,18394,130,9,22.81
5786,30620,481,1,6.59
5787,40002,50,8,26.8
5788,18832,381,1,0.89
5789,37502,27,2,10.28
5790,34730,157,8,27.43
5791,28006,220,9,27.66
5792,24625,138,6,7.69
5793,14085,136,8,0.62
5794,12966,405,3,21.03
5795,16887,24,2,13.94
5796,13363,448,8,2.51
5797,11437,407,9,1.85
5798,26674,483,4,20.93
5799,27681,328,8,18.33
5800,46175,128,3,27.56
5801,2024,283,9,11.76
5802,17126,264,7,18.58
5803,28939,177,9,7.72
5804,35895,427,1,13.38
5805,771,205,6,4.91
5806,205,184,7,2.29
5807,41805,237,2,17.2
5808,32665,97,4,8.7
5809,10500,23,8,19.61
5810,2897,157,5,19.39
5811,47022,439,3,17.61
5812,37909,278,6,16.92
5813,38655,53,2,24.39
5814,36701,392,10,10.99
5815,47788,469,3,9.92
5816,33061,489,5,24.94
5817,21694,238,6,16.47
5818,26926,413,5,12.02
5819,7083,494,6,7.78
5820,35413,92,5,0.11
5821,6610,346,7,3.53
5822,46264,92,5,28.83
5823,12365,480,6,8.37
5824,13169,413,6,7.07
5825,37709,425,7,28.37
5826,39624,275,1,7.95
5827,37058,109,5,21.94
5828,28246,56,8,14.0
5829,30430,98,4,26.9
5830,1091,271,2,22.62
5831,22968,210,3,19.89
5832,48035,157,1,14.66
5833,27854,79,3,27.97
5834,13129,411,10,7.34
5835,42503,115,6,16.37
5836,22278,256,1,6.98
5837,5214,49,10,27.88
5838,6863,247,10,13.06
5839,21098,36,9,23.2
5840,46193,37,7,26.54
5841,31906,181,4,28.68
5842,20278,472,1,13.59
5843,30021,347,7,17.62
5844,45111,84,4,5.68
5845,10309,290,2,26.43
5846,42638,303,9,6.6
5847,13054,98,8,19.75
5848,26068,36,5,27.07
5849,44213,450,9,12.28
5850,6888,358,6,22.2
5851,28375,204,2,28.06
5852,37286,32,1,14.33
5853,42364,92,4,21.08
5854,36067,84,6,12.13
5855,3446,313,4,23.02
5856,18725,221,7,29.08
5857,10801,190,4,23.1
5858,37823,6,2,10.43
5859,4314,239,9,8.94
5860,35501,98,5,2.77
5861,24757,271,2,24.22
5862,22718,133,3,8.81
5863,16396,194,7,5.95
5864,14454,392,9,18.64
5865,27692,341,9,20.34
5866,48519,20,1,10.82
5867,28285,222,9,23.6
5868,26890,394,7,14.38
5869,10589,343,7,6.66
5870,44043,383,1,19.66
5871,5461,453,5,11.93
5872,43712,389,10,18.9
5873,27586,74,2,9.62
5874,20574,234,7,5.33
5875,10689,419,8,25.82
5876,24314,456,7,13.31
5877,6442,24,10,22.24
5878,2246,347,9,12.13
5879,32768,419,1,29.38
5880,14093,38,10,25.81
5881,45018,433,8,14.99
5882,14526,119,6,6.89
5883,47001,264,7,23.73
5884,45887,40,8,18.31
5885,10964,227,6,9.46
5886,11886,267,1,18.01
5887,14345,387,6,11.87
5888,14503,188,9,13.9
5889,40807,452,1,18.11
5890,25809,400,8,29.09
5891,17339,448,1,22.08
5892,2366,56,6,2.11
5893,631,147,6,0.69
5894,39999,30,4,24.86
5895,19925,244,2,19.6
5896,1035,319,4,3.31
5897,22259,304,4,17.08
5898,4024,214,7,29.39
5899,38856,241,6,25.19
5900,34115,484,3,20.61
5901,49237,485,8,5.79
5902,6943,13,1,2.56
5903,28895,461,4,21.13
5904,12490,303,10,15.28
5905,2282,208,3,4.25
5906,42588,124,5,22.73
5907,38148,235,5,28.68
5908,43123,415,5,20.23
5909,6291,286,10,6.66
5910,46687,186,4,27.92
5911,4410,124,1,13.33
5912,7973,114,4,25.15
5913,4905,463,2,5.68
5914,30585,5,7,9.08
5915,24331,333,6,15.63
5916,4766,158,3,4.73
5917,14120,170,9,8.89
5918,24387,441,5,3.01
5919,30822,420,8,10.71
5920,776,185,7,19.33
5921,13040,195,7,1.29
5922,8978,412,2,4.84
5923,10859,398,8,4.8
5924,18663,258,4,1.45
5925,6769,126,6,0.7
5926,33756,256,9,6.16
5927,17608,494,5,6.71
5928,34978,101,9,27.53
5929,35984,263,6,27.53
5930,47673,169,8,5.92
5931,37428,388,2,12.51
5932,36976,81,7,21.92
5933,13875,242,10,22.25
5934,42045,64,4,24.26
5935,22289,435,10,4.2
5936,32245,440,2,23.08
5937,36815,369,1,10.57
5938,40628,261,8,16.03
5939,12992,275,2,16.77
5940,26828,337,2,27.83
5941,10441,328,8,21.75
5942,209,5,5,17.29
5943,40292,485,7,26.27
5944,39604,136,7,4.82
5945,27143,483,2,26.21
5946,14184,108,1,10.66
5947,36788,246,3,11.25
5948,42421,256,6,17.96
5949,31541,349,8,1.5
5950,26929,20,9,11.97
5951,46349,445,1,25.98
5952,29973,212,5,0.03
5953,48335,274,4,23.22
5954,43428,211,3,8.59
5955,35664,181,2,3.3
5956,22440,4,1,27.4
5957,45107,77,8,1.5
5958,22363,365,4,23.78
5959,42921,402,2,26.33
5960,30308,482,5,13.42
5961,7902,447,9,16.68
5962,21659,466,8,2.81
5963,20229,278,1,14.37
5964,23380,47,6,24.45
5965,46006,90,5,25.82
5966,16142,228,1,12.6
5967,12717,7,8,8.82
5968,1713,329,2,10.13
5969,37212,119,2,20.19
5970,33397,167,9,9.96
5971,25470,30,8,12.07
5972,44088,332,8,7.89
5973,17391,317,8,18.02
5974,30928,271,3,19.85
5975,11872,477,8,29.27
5976,33774,305,5,1.54
5977,49528,452,4,11.5
5978,47359,282,4,26.15
5979,5448,328,5,29.43
5980,9441,215,8,19.96
5981,25948,460,2,14.26
5982,38152,293,4,19.33
5983,46201,39,10,29.97
5984,49993,114,4,24.44
5985,32521,156,10,15.82
5986,2157,493,9,9.63
5987,16760,479,8,11.31
5988,2932,317,8,14.71
5989,17445,262,7,11.94
5990,279,295,5,28.69
5991,47730,198,9,12.33
5992,49272,337,9,5.19
5993,19409,339,9,16.44
5994,1731,203,7,25.9
5995,24579,200,3,0.77
5996,33165,120,2,20.03
5997,42979,193,10,29.9
5998,3444,404,9,15.78
5999,16451,487,9,2.24
6000,39459,241,7,18.01
6001,4154,493,1,21.79
6002,25125,252,1,13.19
6003,43317,427,5,7.72
6004,12717,398,5,26.11
6005,30374,405,5,29.56
6006,48139,4,6,19.99
6007,39515,284,2,25.46
6008,20826,243,7,8.1
6009,18932,81,8,19.29
6010,8563,66,4,0.81
6011,24719,449,3,11.6
6012,25718,38,10,9.22
6013,32929,78,4,10.04
6014,49958,425,10,26.78
6015,4135,195,10,21.27
6016,31934,294,4,29.1
6017,7513,344,6,10.47
6018,43571,256,5,27.11
6019,17516,192,8,9.44
6020,8839,215,1,13.08
6021,41499,272,9,28.76
6022,18686,234,10,1.48
6023,25909,9,2,7.01
6024,18516,437,4,23.38
6025,44288,136,6,21.84
6026,38665,410,5,16.93
6027,23250,368,7,11.76
6028,11124,190,2,4.48
6029,2255,458,9,20.1
6030,31130,49,6,8.18
6031,2520,421,9,2.95
6032,49185,105,5,22.87
6033,27080,413,5,12.36
6034,41641,154,7,23.84
6035,4278,392,8,10.8
6036,11823,68,5,18.62
6037,32413,357,2,21.84
6038,2454,28,3,2.66
6039,20536,498,3,11.83
6040,33358,50,3,6.26
6041,25288,456,7,9.58
6042,16051,9,3,27.49
6043,11317,126,1,0.28
6044,13629,213,5,23.11
6045,19336,328,5,1.43
6046,49334,369,2,25.84
6047,4495,186,1,29.06
6048,31257,389,2,15.47
6049,29699,186,1,24.22
6050,34063,60,1,26.87
6051,17605,30,3,29.32
6052,7793,142,8,23.42
6053,35084,439,3,9.58
6054,8047,253,10,26.93
6055,16872,236,9,4.51
6056,29823,21,5,16.82
6057,40235,49,4,6.39
6058,46970,209,10,2.05
6059,37185,240,10,7.27
6060,21403,109,7,26.13
6061,30809,361,1,19.27
6062,4507,227,10,7.81
6063,30009,118,9,3.04
6064,35345,244,7,16.36
6065,32851,147,10,8.85
6066,39240,405,8,18.3
6067,46676,308,8,15.73
6068,15748,68,8,10.45
6069,7835,324,4,19.24
6070,6453,179,8,9.49
6071,7051,378,2,13.51
6072,13165,308,7,11.56
6073,40245,165,8,13.53
6074,24300,314,6,27.28
6075,19574,295,2,6.66
6076,19634,245,4,29.0
6077,25398,328,3,10.7
6078,47567,465,8,12.1
6079,3073,368,7,23.63
6080,23868,374,4,9.27
6081,5300,366,8,21.68
6082,8536,271,4,25.13
6083,30929,329,10,7.73
6084,15672,23,5,0.69
6085,3563,31,3,10.15
6086,37169,406,1,26.45
6087,25669,169,1,22.8
6088,41540,10,10,6.97
6089,36283,334,7,26.93
6090,19413,331,1,1.39
6091,9107,432,8,24.78
6092,16719,1,6,0.45
6093,32356,51,8,6.88
6094,26079,2,1,16.28
6095,7308,208,1,29.05
6096,23769,387,8,25.25
6097,45823,265,3,21.67
6098,40133,177,2,5.04
6099,19652,34,8,21.21
6100,14290,400,8,5.59
6101,45015,7,1,9.15
6102,26116,241,10,13.88
6103,31588,161,5,10.44
6104,13104,410,7,10.11
6105,24370,194,3,12.22
6106,45047,477,10,15.73
6107,19136,117,10,8.16
6108,49317,147,9,1.39
6109,43461,199,3,29.38
6110,37005,224,9,5.0
6111,2416,359,1,29.63
6112,1543,14,5,20.3
6113,20320,356,8,8.32
6114,22904,331,1,25.66
6115,18051,303,4,17.72
6116,36243,152,8,19.17
6117,12360,290,10,9.88
6118,15633,449,1,5.68
6119,42200,200,9,28.13
6120,11494,471,1,15.32
6121,7000,107,5,16.83
6122,34370,39,5,2.22
6123,526,416,6,14.39
6124,363,5,9,2.98
6125,28170,72,8,7.06
6126,46604,402,7,7.54
6127,4661,411,2,21.54
6128,13568,460,1,23.09
6129,32650,69,1,29.61
6130,9247,294,9,20.34
6131,4606,301,4,4.21
6132,26927,410,6,6.96
6133,13547,165,6,9.67
