order_id,customer_id,store_id,order_date,payment_method
2778,3158,38,2025-09-07,Net Banking
2779,97,1,2024-12-27,Card
2780,8606,6,2024-10-01,Cash
2781,4962,24,2024-12-26,UPI
2782,7785,1,2024-08-25,Cash
2783,1949,14,2024-08-27,Card
2784,8293,41,2026-01-10,UPI
2785,5589,2,2025-03-15,Cash
2786,9625,32,2026-03-27,Cash
2787,4300,39,2024-07-14,Net Banking
2788,5060,17,2025-09-14,Card
2789,1488,28,2025-10-27,Net Banking
2790,508,49,2025-05-14,Cash
2791,2564,5,2025-02-18,Card
2792,5373,34,2025-10-17,Net Banking
2793,274,22,2025-09-25,UPI
2794,6094,36,2025-03-10,Cash
2795,6363,6,2025-01-28,Net Banking
2796,1287,34,2024-09-23,Net Banking
2797,1677,18,2024-12-03,UPI
2798,1583,2,2025-01-30,UPI
2799,5342,39,2024-08-06,Cash
2800,6765,28,2025-01-06,Card
2801,5778,15,2025-11-29,Net Banking
2802,6926,45,2026-02-12,UPI
2803,2723,32,2026-06-17,UPI
2804,1544,27,2025-06-30,Net Banking
2805,4961,31,2025-04-11,Cash
2806,7320,11,2026-02-09,Cash
2807,2221,47,2025-07-13,Net Banking
2808,3174,29,2025-11-08,Net Banking
2809,1661,13,2025-12-31,Net Banking
2810,215,34,2026-06-07,UPI
2811,6259,35,2026-02-17,Net Banking
2812,1501,23,2025-05-25,Cash
2813,6414,18,2025-10-23,Cash
2814,5129,16,2026-05-14,Cash
2815,1140,42,2025-03-15,Cash
2816,5644,15,2025-06-06,Net Banking
2817,219,15,2024-07-13,Cash
2818,6641,24,2024-08-09,Cash
2819,6834,31,2024-12-15,Card
2820,9021,14,2024-12-20,Card
2821,3802,30,2025-09-20,UPI
2822,3105,17,2025-09-08,Card
2823,9156,19,2024-11-23,Cash
2824,1495,11,2024-07-24,Net Banking
2825,4079,15,2025-01-27,Card
2826,4464,36,2024-08-22,Cash
2827,6153,26,2026-02-10,Net Banking
2828,3557,38,2026-06-12,UPI
2829,3589,39,2026-02-12,Net Banking
2830,5171,3,2025-10-04,UPI
2831,8395,25,2025-10-03,Net Banking
2832,6424,15,2026-04-29,Card
2833,7304,7,2024-12-16,Card
2834,8578,17,2026-06-11,Cash
2835,1363,40,2025-02-26,Cash
2836,523,21,2025-08-19,Net Banking
2837,9379,21,2025-07-27,Net Banking
2838,9227,34,2025-04-30,Card
2839,4213,44,2025-06-26,Net Banking
2840,7960,23,2024-09-09,Cash
2841,7778,20,2025-11-23,UPI
2842,2746,7,2026-03-04,Cash
2843,7434,50,2025-01-08,Cash
2844,1481,4,2025-05-14,Card
2845,8383,12,2025-02-05,UPI
2846,8969,26,2026-03-08,Card
2847,5477,26,2026-01-24,Card
2848,9221,26,2025-03-21,Cash
2849,2242,11,2024-07-10,Card
2850,4170,28,2024-07-11,Cash
2851,2864,3,2025-12-18,Cash
2852,4896,1,2024-12-14,Cash
2853,7002,45,2026-02-04,Card
2854,2662,30,2025-01-26,Net Banking
2855,6336,41,2024-08-04,Cash
2856,2895,39,2024-12-23,Card
2857,9208,40,2025-06-15,UPI
2858,7361,25,2025-12-05,UPI
2859,7841,34,2025-06-25,Cash
2860,4884,14,2025-10-04,UPI
2861,9046,45,2024-10-08,Cash
2862,3708,27,2025-06-18,Net Banking
2863,3372,11,2025-01-25,Cash
2864,8240,29,2025-03-12,Cash
2865,9791,31,2026-03-08,UPI
2866,7615,20,2024-08-04,Card
2867,1529,20,2025-02-11,UPI
2868,9026,27,2025-03-26,Cash
2869,6783,31,2026-04-23,Card
2870,3982,5,2025-04-07,Net Banking
2871,7417,32,2024-09-10,UPI
2872,2567,38,2025-06-29,Cash
2873,6210,18,2026-06-13,Card
2874,2456,37,2026-01-14,Card
2875,9058,4,2025-01-24,Card
2876,1449,23,2025-09-27,UPI
2877,7709,11,2025-03-29,Net Banking
2878,683,29,2025-01-22,Net Banking
2879,2427,35,2024-08-28,Card
2880,3593,17,2025-10-28,Net Banking
2881,9991,37,2024-12-09,Cash
2882,550,48,2025-12-06,Cash
2883,5831,6,2024-12-21,Card
2884,8578,30,2024-11-28,Net Banking
2885,4373,14,2026-01-21,UPI
2886,5862,41,2025-09-19,Card
2887,5772,12,2025-03-07,Cash
2888,1797,47,2025-05-23,UPI
2889,5178,4,2025-09-21,Cash
2890,9894,25,2025-03-04,Cash
2891,5956,9,2026-04-06,Cash
2892,5715,10,2026-05-02,UPI
2893,4414,3,2026-03-09,UPI
2894,3837,21,2025-11-26,Net Banking
2895,8387,1,2025-07-23,UPI
2896,83,3,2025-08-19,Net Banking
2897,1514,3,2025-10-28,Cash
2898,8574,34,2026-06-23,Card
2899,274,9,2024-08-06,Net Banking
2900,5514,28,2025-07-14,UPI
2901,5282,30,2024-10-28,Cash
2902,3322,32,2025-01-05,UPI
2903,8439,17,2025-12-14,Net Banking
2904,4334,29,2026-05-26,Card
2905,1869,43,2025-08-11,Net Banking
2906,322,6,2024-11-28,Net Banking
2907,3034,3,2026-03-04,Cash
2908,3333,4,2025-05-12,Card
2909,41,29,2025-02-09,Net Banking
2910,9069,30,2026-01-09,Card
2911,8791,17,2025-10-16,Net Banking
2912,2802,33,2024-11-15,Net Banking
2913,5087,30,2024-08-25,Card
2914,6002,19,2025-06-28,Net Banking
2915,8977,37,2024-09-17,Card
2916,5354,4,2025-02-10,UPI
2917,5780,21,2024-07-01,Card
2918,8851,41,2025-08-16,Cash
2919,3062,27,2024-10-28,Net Banking
2920,8853,31,2025-03-20,UPI
2921,7125,28,2025-08-16,Net Banking
2922,3166,6,2026-04-07,Card
2923,913,8,2024-10-17,Net Banking
2924,9774,38,2024-09-11,Net Banking
2925,9155,1,2025-05-10,UPI
2926,352,3,2026-02-25,Cash
2927,5792,34,2025-01-11,Net Banking
2928,2715,16,2025-01-21,Cash
2929,484,41,2025-12-03,Card
2930,9613,40,2025-04-08,UPI
2931,8521,28,2025-11-12,UPI
2932,9061,24,2024-11-07,Card
2933,5037,20,2024-07-24,Cash
2934,8664,7,2025-08-25,Cash
2935,2181,34,2025-01-14,Card
2936,9814,23,2024-12-20,UPI
2937,6325,4,2026-05-11,Card
2938,5532,24,2025-06-10,Net Banking
2939,4626,4,2024-07-14,Cash
2940,1973,39,2025-10-19,UPI
2941,944,4,2025-03-26,Card
2942,8338,11,2024-08-29,Net Banking
2943,1247,11,2026-03-01,UPI
2944,2502,15,2026-02-07,UPI
2945,6691,26,2025-11-01,Net Banking
2946,4872,46,2025-01-26,Card
2947,4891,43,2026-06-01,UPI
2948,4657,18,2026-02-18,Net Banking
2949,8678,31,2025-06-29,Cash
2950,3629,3,2024-11-08,Net Banking
2951,7593,13,2024-10-12,UPI
2952,390,7,2025-05-11,Card
2953,3861,11,2026-06-25,UPI
2954,6777,10,2024-09-06,UPI
2955,337,42,2026-03-26,Net Banking
2956,8553,19,2024-12-30,Net Banking
2957,6331,22,2025-03-05,Card
2958,5569,9,2025-10-15,Cash
2959,423,29,2024-11-28,Card
2960,1158,18,2024-11-13,Card
2961,8957,2,2024-08-24,Cash
2962,6472,9,2026-05-25,Cash
2963,7531,11,2026-06-09,Cash
2964,2149,5,2024-10-27,Cash
2965,2311,9,2025-12-18,Net Banking
2966,5127,7,2026-02-21,Net Banking
2967,3049,10,2024-10-20,Net Banking
2968,5122,12,2025-06-20,Card
2969,304,46,2025-08-26,Net Banking
2970,2648,11,2024-09-11,UPI
2971,1200,39,2026-01-11,Cash
2972,3666,2,2025-05-15,UPI
2973,4704,12,2026-03-15,UPI
2974,3283,36,2026-06-26,Cash
2975,4854,40,2025-12-08,Cash
2976,3375,49,2024-07-08,Net Banking
2977,4198,38,2025-08-05,UPI
2978,2302,12,2024-07-29,Card
2979,5561,35,2026-01-28,Cash
2980,8041,39,2025-06-19,Cash
2981,3486,4,2025-04-06,Card
2982,3305,27,2026-04-03,Net Banking
2983,9321,42,2024-09-11,Cash
2984,7738,5,2024-09-14,UPI
2985,3195,19,2025-04-06,Net Banking
2986,6858,28,2024-09-06,Card
2987,8754,20,2026-03-04,Net Banking
2988,709,44,2024-08-18,Net Banking
2989,3131,18,2025-05-22,Card
2990,2871,16,2025-08-15,Cash
2991,7997,37,2025-10-24,Cash
2992,4491,21,2024-07-14,Card
2993,4067,24,2025-12-09,Cash
2994,3639,18,2025-07-23,Cash
2995,494,16,2025-10-11,Cash
2996,2397,32,2024-10-28,Card
2997,6595,10,2025-06-30,Cash
2998,6071,45,2026-03-04,UPI
2999,5022,35,2025-03-23,Net Banking
3000,5725,18,2025-05-28,Cash
3001,6702,29,2025-06-08,UPI
3002,7861,20,2024-08-11,Card
3003,1449,40,2025-04-05,Card
3004,4171,21,2025-02-18,Card
3005,6851,42,2026-05-13,UPI
3006,7173,12,2024-08-12,Net Banking
3007,9086,18,2025-11-28,Cash
3008,8472,21,2025-02-23,Card
3009,9602,49,2026-02-06,Card
3010,9968,14,2025-05-23,Card
3011,3937,14,2024-10-30,Net Banking
3012,3522,43,2026-02-08,Card
3013,8099,26,2025-04-27,Net Banking
3014,5975,21,2026-03-26,Cash
3015,4747,49,2025-09-03,Net Banking
3016,5553,29,2026-03-10,UPI
3017,6841,25,2025-07-28,Cash
3018,4658,31,2026-06-09,Cash
3019,4828,2,2025-08-23,UPI
3020,4540,4,2024-10-03,UPI
3021,6312,20,2025-12-26,Card
3022,4437,41,2025-08-04,UPI
3023,3865,4,2024-09-22,Net Banking
3024,1001,26,2026-01-24,UPI
3025,2153,14,2025-08-31,UPI
3026,4770,11,2024-10-16,Net Banking
3027,9440,39,2025-01-25,Card
3028,9061,50,2025-03-01,Net Banking
3029,8191,26,2025-03-13,Card
3030,7362,25,2026-05-30,Card
3031,4077,12,2024-11-18,Net Banking
3032,661,16,2025-02-07,UPI
3033,2349,19,2026-05-29,UPI
3034,4894,49,2025-11-29,Net Banking
3035,2518,50,2026-04-17,Card
3036,6072,44,2024-07-06,Net Banking
3037,646,24,2026-01-19,Cash
3038,3123,28,2025-02-10,Card
3039,428,28,2025-10-07,Net Banking
3040,6447,11,2026-04-22,UPI
3041,3042,18,2026-06-25,Card
3042,480,4,2025-04-20,Cash
3043,8233,9,2025-03-20,Cash
3044,6820,2,2025-08-08,UPI
3045,5187,50,2024-11-06,Net Banking
3046,578,17,2025-12-22,UPI
3047,5335,21,2025-03-04,Cash
3048,9982,34,2026-06-04,UPI
3049,4511,15,2025-03-26,Card
3050,2027,8,2024-12-19,Card
3051,3726,44,2024-11-21,Cash
3052,2286,45,2025-05-23,Cash
3053,2639,13,2025-12-29,Cash
3054,2883,23,2025-05-14,Cash
3055,6460,9,2026-06-01,Cash
3056,5081,15,2024-12-22,Net Banking
3057,3419,42,2024-12-02,Card
3058,2427,8,2025-08-15,UPI
3059,3310,4,2024-11-11,Net Banking
3060,9780,22,2025-12-14,UPI
3061,2069,38,2025-03-15,UPI
3062,4558,34,2025-09-20,Net Banking
3063,2935,11,2026-06-23,UPI
3064,5386,8,2024-11-19,Net Banking
3065,9187,21,2024-10-28,Cash
3066,624,45,2024-11-09,Card
3067,3612,35,2025-12-25,Cash
3068,2473,16,2026-05-27,Cash
3069,1951,21,2024-07-29,Net Banking
3070,9270,37,2026-03-20,Cash
3071,2634,12,2026-01-15,UPI
3072,627,32,2024-07-04,Net Banking
3073,8641,8,2025-03-20,Cash
3074,7615,26,2025-12-26,Net Banking
3075,1482,6,2025-03-14,Net Banking
3076,1999,49,2025-10-22,UPI
3077,9042,35,2025-05-14,UPI
3078,9562,4,2025-10-18,Net Banking
3079,8602,45,2024-09-28,UPI
3080,8661,14,2024-11-28,Cash
3081,5063,20,2025-12-23,Card
3082,5122,25,2025-07-29,Cash
3083,377,33,2025-06-29,Card
3084,6034,20,2026-01-06,UPI
3085,5712,42,2026-05-29,Cash
3086,1696,38,2025-09-08,UPI
3087,3799,31,2025-08-11,UPI
3088,3531,30,2024-08-28,Cash
3089,6325,13,2025-03-26,UPI
3090,19,23,2026-06-18,Card
3091,5514,21,2025-07-05,UPI
3092,6608,46,2025-06-27,Net Banking
3093,11,43,2025-11-21,Card
3094,5247,42,2025-03-30,Net Banking
3095,2438,9,2024-07-29,Net Banking
3096,8758,19,2025-09-26,Cash
3097,567,8,2026-06-08,Net Banking
3098,6796,37,2025-02-05,Cash
3099,5846,31,2025-02-06,Card
3100,2172,42,2024-08-23,Net Banking
3101,274,29,2025-05-13,Cash
3102,1882,45,2025-08-11,Card
3103,1633,43,2026-04-21,Net Banking
3104,3254,19,2024-09-02,Net Banking
3105,1805,20,2025-01-30,Net Banking
3106,6523,26,2024-12-14,UPI
3107,5759,20,2026-03-05,Card
3108,7765,48,2025-02-08,Cash
3109,4197,43,2025-10-22,UPI
3110,9950,3,2025-05-10,Net Banking
3111,3433,15,2024-10-19,Net Banking
3112,224,28,2026-04-12,Net Banking
3113,6634,42,2025-07-18,Cash
3114,5761,26,2025-03-31,UPI
3115,6031,26,2025-02-25,Cash
3116,5280,41,2025-12-20,Cash
3117,1950,7,2025-10-14,Net Banking
3118,8201,1,2024-10-11,Net Banking
3119,4834,23,2024-09-27,Net Banking
3120,8852,42,2026-06-13,Net Banking
3121,703,11,2025-10-06,UPI
3122,5928,44,2024-12-09,Card
3123,5907,9,2024-11-27,UPI
3124,7652,49,2025-06-13,UPI
3125,5776,15,2025-04-11,Cash
3126,7277,49,2025-06-19,UPI
3127,9593,10,2025-02-09,Cash
3128,8957,25,2025-12-06,Card
3129,5221,26,2025-07-04,Net Banking
3130,6365,2,2024-12-04,UPI
3131,9324,31,2024-07-26,Net Banking
3132,8910,4,2025-02-08,Cash
3133,5953,46,2025-12-07,Cash
3134,1497,49,2024-09-03,Cash
3135,1066,10,2026-02-24,UPI
3136,4680,21,2024-12-08,UPI
3137,6180,36,2025-04-04,Net Banking
3138,5317,49,2026-02-19,Cash
3139,2773,48,2026-03-27,Net Banking
3140,3853,44,2025-05-16,Card
3141,5927,7,2025-11-05,Net Banking
3142,5156,45,2024-11-24,Cash
3143,3696,50,2025-10-09,Net Banking
3144,7337,32,2024-11-18,Net Banking
3145,1581,39,2026-04-13,Cash
3146,6474,11,2025-08-21,Cash
3147,3665,41,2025-02-20,Cash
3148,4087,33,2024-10-09,Net Banking
3149,5252,8,2026-05-26,Net Banking
3150,1795,3,2025-01-31,Cash
3151,4277,25,2025-04-09,Card
3152,9011,38,2024-09-28,UPI
3153,2790,22,2025-08-10,UPI
3154,1898,24,2025-09-14,Cash
3155,439,44,2025-08-13,UPI
3156,2452,8,2026-03-07,Net Banking
3157,7151,16,2024-08-14,Net Banking
3158,6784,37,2025-11-11,Cash
3159,9080,16,2025-04-10,Card
3160,1077,13,2025-11-13,Cash
3161,2182,35,2024-12-29,Card
3162,1741,25,2026-02-07,Net Banking
3163,7279,4,2026-03-24,Net Banking
3164,6607,26,2026-05-24,Cash
3165,3067,5,2025-04-18,UPI
3166,7770,14,2025-12-26,UPI
3167,8799,11,2025-09-20,Cash
3168,7068,38,2026-05-22,Cash
3169,5408,26,2024-09-17,Card
3170,5070,18,2025-08-12,UPI
3171,2008,18,2026-03-04,Cash
3172,7852,34,2024-07-22,UPI
3173,4532,49,2024-11-08,Net Banking
3174,305,13,2026-03-10,Cash
3175,5086,40,2024-07-03,Card
3176,7218,44,2025-05-22,Cash
3177,5871,20,2024-08-20,Cash
3178,8622,45,2025-09-08,Cash
3179,55,10,2026-01-11,Card
3180,2688,10,2025-09-03,Card
3181,852,24,2026-03-19,Card
3182,3346,35,2026-03-27,Net Banking
3183,1047,9,2026-01-21,Cash
3184,5147,1,2025-01-19,Net Banking
3185,7230,18,2024-11-15,Net Banking
3186,7874,46,2025-09-12,Card
3187,6592,39,2025-08-24,Cash
3188,1978,42,2024-07-28,UPI
3189,8198,31,2025-10-26,UPI
3190,7878,26,2024-09-05,Net Banking
3191,2747,35,2026-04-28,UPI
3192,6267,46,2025-01-27,UPI
3193,6504,34,2025-12-15,UPI
3194,8776,5,2024-12-03,Card
3195,3944,11,2025-08-30,Net Banking
3196,368,24,2024-11-21,UPI
3197,1151,24,2026-03-30,UPI
3198,1036,44,2025-02-10,Card
3199,4083,37,2024-07-15,Cash
3200,1885,2,2024-09-25,Net Banking
3201,7975,36,2025-04-14,Cash
3202,3992,3,2024-12-06,Cash
3203,1445,9,2025-10-11,UPI
3204,9464,31,2026-03-07,Net Banking
3205,5325,34,2025-11-15,Net Banking
3206,3202,13,2026-03-27,Card
3207,7658,16,2024-11-25,UPI
3208,3597,40,2025-05-10,Card
3209,5135,49,2025-04-09,Cash
3210,8761,16,2025-07-10,Net Banking
3211,3947,20,2025-10-11,Net Banking
3212,224,18,2025-12-29,UPI
3213,838,36,2025-05-25,UPI
3214,1312,42,2026-01-28,Card
3215,7998,36,2024-11-28,Cash
3216,9654,31,2026-01-01,Cash
3217,1423,12,2026-06-22,Net Banking
3218,6705,37,2025-10-29,Card
3219,5898,41,2024-07-18,Net Banking
3220,6312,37,2026-05-02,Cash
3221,4167,50,2025-12-23,Cash
3222,4979,32,2025-02-14,UPI
3223,7975,41,2025-05-01,Card
3224,7125,45,2024-08-14,UPI
3225,5174,4,2024-10-09,UPI
3226,3656,48,2025-02-24,Card
3227,4371,49,2025-10-03,UPI
3228,2380,42,2024-10-17,UPI
3229,4738,17,2025-11-10,Cash
3230,1551,42,2024-12-31,Net Banking
3231,6315,2,2025-03-02,Net Banking
3232,1166,18,2025-05-27,Card
3233,5165,18,2024-07-14,Cash
3234,9040,9,2025-03-05,Cash
3235,9792,11,2025-02-06,Card
3236,7851,27,2025-02-21,Card
3237,5037,11,2026-04-09,Net Banking
3238,8843,29,2026-04-19,UPI
3239,3984,32,2024-12-12,UPI
3240,8037,22,2025-03-17,Cash
3241,2124,2,2024-12-15,Net Banking
3242,1340,17,2025-12-09,UPI
3243,8093,19,2025-01-19,UPI
3244,6422,48,2025-03-21,Net Banking
3245,5789,12,2026-03-30,Cash
3246,7053,50,2025-03-13,UPI
3247,9765,11,2025-02-16,UPI
3248,1787,32,2026-04-26,Card
3249,1445,32,2025-03-11,UPI
3250,4700,1,2026-05-26,Net Banking
3251,9993,41,2024-12-06,Card
3252,1692,25,2025-08-26,Cash
3253,4380,9,2026-03-04,Card
3254,1176,33,2025-03-10,UPI
3255,4158,7,2026-05-17,UPI
3256,3254,15,2024-09-23,Card
3257,9188,27,2026-06-17,Cash
3258,5586,6,2025-03-19,UPI
3259,3974,32,2025-10-19,Net Banking
3260,1629,44,2024-08-06,Cash
3261,665,30,2024-11-02,Net Banking
3262,2297,40,2025-06-25,Net Banking
3263,8118,49,2025-09-06,Card
3264,5603,22,2024-08-08,Card
3265,7164,11,2025-12-23,Card
3266,7215,12,2025-06-07,Card
3267,9529,39,2025-12-29,Card
3268,9385,7,2025-03-26,Cash
3269,1450,45,2024-09-09,Card
3270,8472,5,2026-05-31,Cash
3271,6124,22,2025-03-04,Net Banking
3272,8513,34,2026-06-17,Cash
3273,5369,8,2025-09-14,Net Banking
3274,9000,5,2024-11-17,Cash
3275,4091,11,2025-06-05,UPI
3276,6004,2,2026-01-17,Net Banking
3277,4139,43,2026-06-16,UPI
3278,128,3,2024-11-25,Net Banking
3279,7041,27,2025-10-03,Card
3280,3933,48,2026-03-20,Cash
3281,7181,28,2024-09-03,UPI
3282,4626,16,2026-06-12,Card
3283,5725,39,2025-04-01,UPI
3284,4006,38,2024-12-24,UPI
3285,320,32,2024-10-24,Net Banking
3286,4896,29,2025-07-26,Cash
3287,9544,21,2026-01-24,Net Banking
3288,7659,8,2025-08-20,UPI
3289,3351,46,2026-02-02,Net Banking
3290,1194,50,2025-09-18,Cash
3291,6936,36,2026-05-01,UPI
3292,7280,47,2024-07-21,Cash
3293,5788,25,2025-12-18,Cash
3294,5567,22,2026-02-22,UPI
3295,2711,17,2025-12-11,Net Banking
3296,8844,19,2025-03-16,Cash
3297,6466,50,2025-07-21,Card
3298,6024,21,2026-03-09,Card
3299,46,13,2024-11-18,Cash
3300,5415,4,2025-02-20,UPI
3301,1180,27,2025-08-02,Card
3302,4150,37,2024-12-11,UPI
3303,458,34,2025-04-13,UPI
3304,4489,32,2026-01-15,UPI
3305,3633,11,2024-11-18,Card
3306,4200,17,2025-07-26,UPI
3307,165,14,2024-07-10,UPI
3308,5139,6,2025-04-04,Net Banking
3309,9044,22,2024-08-23,Cash
3310,3157,37,2026-04-19,Net Banking
3311,932,18,2024-12-15,UPI
3312,8012,33,2026-04-07,Net Banking
3313,7483,34,2024-07-13,Cash
3314,3389,20,2025-11-26,UPI
3315,3230,41,2024-11-17,UPI
3316,1147,49,2025-08-06,Net Banking
3317,6342,43,2024-11-24,Net Banking
3318,6271,32,2025-01-02,UPI
3319,4642,2,2024-07-30,Card
3320,9029,27,2025-07-19,UPI
3321,128,25,2025-12-14,UPI
3322,6668,29,2025-03-17,UPI
3323,1629,13,2026-04-30,UPI
3324,1700,35,2025-10-30,UPI
3325,1052,20,2024-08-19,UPI
3326,933,42,2025-08-26,Card
3327,714,1,2025-10-31,UPI
3328,3267,39,2025-01-22,UPI
3329,1782,31,2024-07-12,Card
3330,2645,7,2025-06-29,Net Banking
3331,8608,39,2025-10-29,Net Banking
3332,9482,5,2025-12-24,Net Banking
3333,7682,10,2025-06-15,Card
3334,8879,4,2025-10-06,UPI
3335,8953,39,2025-09-19,UPI
3336,3235,20,2025-03-18,Net Banking
3337,1401,15,2025-10-31,UPI
3338,1455,16,2025-11-24,Cash
3339,7420,8,2024-08-06,Cash
3340,873,4,2024-10-31,Net Banking
3341,9401,43,2024-07-18,Card
3342,3616,43,2025-07-24,UPI
3343,7658,26,2026-04-02,Net Banking
3344,1399,3,2024-08-10,UPI
3345,5796,15,2024-12-09,Cash
3346,157,32,2024-10-17,Cash
3347,2013,30,2026-06-07,Card
3348,7219,2,2025-05-16,UPI
3349,4860,24,2025-10-20,Cash
3350,5304,2,2025-10-04,Cash
3351,3215,41,2026-02-28,UPI
3352,9456,14,2025-08-31,Cash
3353,862,43,2025-02-26,UPI
3354,9520,35,2024-11-12,Cash
3355,5391,33,2024-09-16,UPI
3356,6050,21,2024-09-10,Card
3357,3645,25,2025-02-09,UPI
3358,588,42,2025-08-29,UPI
3359,3972,13,2026-03-27,UPI
3360,5703,48,2025-09-26,UPI
3361,8554,3,2024-11-27,Card
3362,8750,31,2024-11-06,Card
3363,7671,33,2025-05-09,Card
3364,2778,24,2026-04-03,Cash
3365,9746,32,2026-03-25,Cash
3366,3282,34,2024-12-12,Net Banking
3367,1632,15,2025-11-07,Cash
3368,5124,19,2026-01-06,Card
3369,8018,11,2024-07-08,Cash
3370,8763,34,2024-09-10,UPI
3371,4063,26,2025-03-08,UPI
3372,7145,15,2026-03-20,Net Banking
3373,8985,27,2024-07-01,Card
3374,5549,48,2025-06-15,Card
3375,7951,38,2025-07-24,Cash
3376,4708,2,2025-11-27,UPI
3377,8263,41,2025-06-02,Net Banking
3378,1749,20,2025-08-27,Card
3379,907,18,2024-07-05,Net Banking
3380,8469,37,2025-09-06,UPI
3381,7542,50,2025-01-23,Cash
3382,3214,32,2026-05-29,Cash
3383,8990,31,2024-08-26,Net Banking
3384,9066,50,2024-11-29,Cash
3385,3042,11,2026-02-08,Card
3386,2980,43,2025-11-02,Cash
3387,4706,15,2026-01-26,Net Banking
3388,3318,21,2025-10-08,UPI
3389,7443,5,2025-04-24,UPI
3390,3232,2,2024-10-01,Card
3391,4548,12,2026-04-27,Cash
3392,9426,6,2024-10-31,UPI
3393,398,2,2025-05-21,UPI
3394,5699,40,2025-03-13,Cash
3395,1522,42,2025-02-14,UPI
3396,1854,37,2025-05-15,Card
3397,9037,19,2026-01-02,Cash
3398,7089,4,2024-09-15,Cash
3399,3568,25,2026-04-29,Net Banking
3400,1399,47,2026-05-10,Cash
3401,7687,18,2025-01-30,Card
3402,5194,35,2024-10-02,UPI
3403,4750,31,2024-07-08,Net Banking
3404,2551,39,2024-11-21,Net Banking
3405,6618,36,2024-10-23,Cash
3406,8839,49,2024-08-07,Net Banking
3407,1344,48,2024-10-30,Net Banking
3408,777,29,2024-10-22,Net Banking
3409,3975,14,2025-03-29,UPI
3410,3483,2,2024-08-14,Card
3411,6591,17,2024-11-17,UPI
3412,1998,20,2025-08-24,Card
3413,5719,31,2026-04-22,Cash
3414,3129,44,2024-11-04,UPI
3415,5762,36,2025-04-28,Card
3416,7985,30,2024-10-15,Net Banking
3417,6805,26,2026-06-30,Cash
3418,3812,11,2026-04-10,Card
3419,7773,41,2026-02-23,Card
3420,8118,20,2025-05-02,UPI
3421,7450,44,2024-08-01,Cash
3422,3878,49,2025-09-26,Card
3423,4962,31,2025-07-30,Card
3424,9570,25,2025-05-14,UPI
3425,9104,17,2024-09-17,Net Banking
3426,6778,13,2026-04-27,Cash
3427,5107,33,2025-03-25,UPI
3428,8933,4,2026-05-10,Cash
3429,6219,7,2025-06-10,Card
3430,4367,43,2024-11-21,UPI
3431,3008,34,2025-07-24,Net Banking
3432,7760,27,2024-08-08,Card
3433,4096,24,2025-04-04,Card
3434,4931,34,2025-02-06,UPI
3435,9479,17,2024-09-07,UPI
3436,9394,18,2025-07-16,Card
3437,5892,38,2025-10-02,UPI
3438,9868,47,2025-06-05,Net Banking
3439,7072,41,2025-11-05,Cash
3440,1598,1,2026-05-03,Card
3441,9019,17,2026-01-21,UPI
3442,3389,39,2025-05-08,Card
3443,4758,50,2024-08-31,Cash
3444,2039,47,2025-12-03,UPI
3445,3951,28,2025-01-30,UPI
3446,3313,14,2024-09-30,Card
3447,4679,3,2025-02-24,Cash
3448,5312,35,2025-01-29,UPI
3449,2735,13,2025-05-21,Cash
3450,3724,7,2025-08-14,Net Banking
3451,9300,44,2025-04-26,Cash
3452,287,29,2025-06-25,Cash
3453,8817,32,2024-12-27,Cash
3454,6767,24,2025-10-11,UPI
3455,2188,49,2025-12-01,UPI
3456,6272,40,2025-06-19,UPI
3457,8370,11,2025-03-03,Cash
3458,9189,43,2026-06-18,Net Banking
3459,78,25,2026-05-25,Card
3460,4631,28,2024-11-23,Cash
3461,8338,40,2026-06-23,Card
3462,4595,15,2026-06-19,UPI
3463,6344,12,2024-07-14,UPI
3464,9788,8,2025-08-21,Cash
3465,9542,25,2024-07-29,UPI
3466,1359,34,2024-08-21,Card
3467,9343,32,2026-03-03,UPI
3468,4793,37,2025-05-27,Cash
3469,1012,5,2025-11-19,Cash
3470,5616,12,2025-10-19,Cash
3471,1980,20,2025-09-03,Net Banking
3472,8557,35,2024-09-05,Net Banking
3473,743,46,2025-04-28,UPI
3474,3991,3,2026-03-17,Net Banking
3475,1176,23,2026-05-17,Net Banking
3476,6940,11,2025-07-18,Net Banking
3477,339,46,2025-01-02,UPI
3478,722,16,2025-12-10,UPI
3479,5717,12,2025-02-15,UPI
3480,7725,12,2025-08-28,UPI
3481,3777,5,2026-06-26,Net Banking
3482,8737,4,2024-12-03,Cash
3483,7380,32,2024-10-24,UPI
3484,961,33,2025-06-10,Cash
3485,8922,19,2025-07-15,UPI
3486,2616,30,2024-11-23,Net Banking
3487,4385,33,2026-03-02,UPI
3488,8255,30,2024-10-29,Cash
3489,69,7,2025-12-29,Net Banking
3490,8456,25,2024-09-25,Net Banking
3491,3809,42,2025-04-12,Card
3492,7416,42,2025-03-31,Cash
3493,6038,44,2024-09-28,Net Banking
3494,4206,23,2024-07-31,Net Banking
3495,2037,13,2025-02-17,UPI
3496,983,3,2025-03-24,Cash
3497,6545,46,2025-11-28,Cash
3498,6068,34,2025-09-15,Cash
3499,4660,11,2025-09-17,Cash
3500,4870,14,2025-03-05,Card
3501,2145,48,2025-06-13,Card
3502,2948,26,2024-12-24,Net Banking
3503,1896,48,2025-12-05,UPI
3504,9248,43,2026-02-04,Card
3505,9027,26,2026-05-28,UPI
